,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
286,Residential Plot,PKR2.95 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff"
287,Residential Plot,PKR19 Lakh,"State Life Housing Society, Lahore, Punjab",-,7 Marla,For Sale,-,5 days ago,
288,Residential Plot,PKR21 Lakh,"State Life Housing Society, Lahore, Punjab",-,3.5 Marla,For Sale,-,5 days ago,
289,Commercial Plot,PKR2.5 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff"
290,Commercial Plot,PKR2.5 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff"
291,Residential Plot,PKR95 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,
292,Residential Plot,PKR45 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff"
293,Residential Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff"
294,Residential Plot,PKR1.95 Crore,"State Life Housing Society, Lahore, Punjab",-,11 Marla,For Sale,-,1 week ago,
295,Residential Plot,PKR3 Crore,"State Life Housing Society, Lahore, Punjab",-,1 Kanal,For Sale,-,1 week ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
296,Residential Plot,PKR80 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
297,Residential Plot,PKR1.05 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
