,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
85,Residential Plot,PKR2.65 Crore,"Raiwind Road, Lahore, Punjab",-,1 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Shopping Malls,Security Staff",,,
86,Residential Plot,PKR2.99 Crore,"Raiwind Road, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants",,,
87,Residential Plot,PKR1 Crore,"Raiwind Road, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,,,,
88,Residential Plot,PKR42 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,File,PKR16.75 Lakh,PKR1.9 Lakh,8 Months
89,Residential Plot,PKR2.6 Crore,"Raiwind Road, Lahore, Punjab",-,1 Kanal,For Sale,-,5 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall",,,
90,Plot File,PKR8.38 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,,,,
91,Residential Plot,PKR39 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 days ago,,,,
92,Residential Plot,PKR2.75 Crore,"Raiwind Road, Lahore, Punjab",-,1 Kanal,For Sale,-,2 days ago,,,,
93,Residential Plot,PKR34 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
94,Residential Plot,PKR33 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
95,Residential Plot,PKR33 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
96,Residential Plot,PKR20 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall",,,
97,Residential Plot,PKR36 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
98,Residential Plot,PKR67 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
99,Plot File,PKR17.5 Lakh,"Raiwind Road, Lahore, Punjab",-,10 Marla,For Sale,-,2 days ago,,,,
100,Plot File,PKR8.38 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,,,,
101,Residential Plot,PKR60 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
102,Residential Plot,PKR68 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
103,Residential Plot,PKR65 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
104,Residential Plot,PKR63 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities",,,
105,Residential Plot,PKR43 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 days ago,,,,
106,Residential Plot,PKR67 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,,,,
107,Residential Plot,PKR99 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,"Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff",,,
108,Residential Plot,PKR38 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,15 hours ago,,,,
