,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
115,Residential Plot,PKR18 Crore,"Wapda Town, Lahore, Punjab",-,4 Kanal,For Sale,-,1 week ago,"Sewerage,Electricity,Water Supply,Sui Gas"
116,Commercial Plot,PKR30 Crore,"Wapda Town, Lahore, Punjab",-,4 Kanal,For Sale,-,1 week ago,"Sewerage,Electricity,Water Supply,Sui Gas"
117,Residential Plot,PKR1.8 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
118,Residential Plot,PKR1.35 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
119,Residential Plot,PKR2.25 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
120,Residential Plot,PKR2.25 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
121,Residential Plot,PKR3.5 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,1 week ago,
122,Residential Plot,PKR6.5 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,-,1 week ago,
123,Residential Plot,PKR1.35 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
124,Residential Plot,PKR1.8 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
125,Residential Plot,PKR1.55 Crore,"Wapda Town, Lahore, Punjab",-,5 Marla,For Sale,-,8 hours ago,
126,Residential Plot,PKR1.5 Crore,"Wapda Town, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
127,Commercial Plot,PKR2.25 Crore,"Wapda Town, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
128,Residential Plot,PKR3.8 Crore,"Wapda Town, Lahore, Punjab",-,1.7 Kanal,For Sale,-,2 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
129,Residential Plot,PKR3.5 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
130,Residential Plot,PKR3.5 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
131,Residential Plot,PKR4.25 Crore,"Wapda Town, Lahore, Punjab",-,2 Kanal,For Sale,-,2 weeks ago,"Possesion,Corner,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall"
132,Residential Plot,PKR3.75 Crore,"Wapda Town, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,
