,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
127,Residential Plot,PKR1.55 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 hours ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
128,Residential Plot,PKR2.5 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,2 hours ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
129,Residential Plot,PKR2.45 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,2 hours ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
130,Residential Plot,PKR1.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,2 hours ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
131,Residential Plot,PKR1.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,2 hours ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
132,Residential Plot,PKR2.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1.5 Kanal,For Sale,-,2 hours ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
133,Residential Plot,PKR2.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1.5 Kanal,For Sale,-,2 hours ago,"Possesion,File,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Nearby Public Transport Service,Security Staff",,,
134,Residential Plot,PKR1.65 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,,,,
135,Residential Plot,PKR2.2 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,1 week ago,,,,
136,Residential Plot,PKR2.4 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,1 week ago,,,,
137,Residential Plot,PKR1.85 Crore,"OPF Housing Scheme, Lahore, Punjab",-,16 Marla,For Sale,-,1 week ago,,,,
138,Commercial Plot,PKR8 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,,,,
139,Residential Plot,PKR1.35 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,,,,
140,Residential Plot,PKR1.6 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,,PKR60 Lakh,PKR10 Lakh,6 Months
141,Residential Plot,PKR1.6 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,,,,
142,Residential Plot,PKR1.6 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,,,,
143,Residential Plot,PKR1.6 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,,,,
144,Residential Plot,PKR1.6 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,,,,
145,Residential Plot,PKR1.6 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,,,,
146,Residential Plot,PKR1.6 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,,,,
147,Residential Plot,PKR1.6 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,,,,
148,Residential Plot,PKR1.6 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,,,,
149,Residential Plot,PKR2.9 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,,,,
150,Residential Plot,PKR2.85 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,,,,
151,Residential Plot,PKR2.5 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,,,,
152,Commercial Plot,PKR2.99 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,,,,
153,Residential Plot,PKR2.4 Crore,"OPF Housing Scheme, Lahore, Punjab",-,18 Marla,For Sale,-,3 weeks ago,,,,
154,Residential Plot,PKR2.5 Crore,"OPF Housing Scheme, Lahore, Punjab",-,18 Marla,For Sale,-,3 weeks ago,,,,
155,Residential Plot,PKR2.7 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,,,,
156,Residential Plot,PKR70 Lakh,"OPF Housing Scheme, Lahore, Punjab",-,5 Marla,For Sale,-,3 weeks ago,,,,
