,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
138,Residential Plot,PKR3.1 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,1 week ago,,,,
139,Residential Plot,PKR80 Lakh,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,"Possesion,Disputed,File,Balloted,Sewerage,Electricity,Water Supply,Boundary Wall",,,
140,Residential Plot,PKR95 Lakh,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,,,,
141,Commercial Plot,PKR4.4 Crore,"Eden, Lahore, Punjab",-,4 Marla,For Sale,-,1 week ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Other Nearby Places,Security Staff",,,
142,Residential Plot,PKR3.25 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,1 week ago,,,,
143,Residential Plot,PKR95 Lakh,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,,,,
144,Residential Plot,PKR68 Lakh,"Eden, Lahore, Punjab",-,5.2 Marla,For Sale,-,2 weeks ago,,,,
145,Commercial Plot,PKR4 Crore,"Eden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Security Staff",,,
146,Residential Plot,PKR2.22 Crore,"Eden, Lahore, Punjab",-,11 Marla,For Sale,-,2 weeks ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
147,Residential Plot,PKR1.9 Crore,"Eden, Lahore, Punjab",-,10 Marla,For Sale,-,2 weeks ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
148,Residential Plot,PKR2.75 Crore,"Eden, Lahore, Punjab",-,16 Marla,For Sale,-,2 weeks ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
149,Residential Plot,PKR2.85 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Security Staff",,,
150,Residential Plot,PKR3.05 Crore,"Eden, Lahore, Punjab",-,1.2 Kanal,For Sale,-,2 weeks ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Security Staff",,,
151,Residential Plot,PKR3 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
152,Residential Plot,PKR3.05 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
153,Residential Plot,PKR3 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,,,,
154,Residential Plot,PKR3.05 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
155,Residential Plot,PKR3 Crore,"Eden, Lahore, Punjab",-,1 Kanal,For Sale,-,2 weeks ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Security Staff",,,
156,Commercial Plot,PKR4 Crore,"Eden, Lahore, Punjab",-,4 Marla,For Sale,-,2 weeks ago,"Possesion,Corner,Park Facing,Balloted,Sewerage,Electricity,Water Supply,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Other Nearby Places,Security Staff",,,
