,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
137,Residential Plot,PKR1.15 Crore,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
138,Residential Plot,PKR85 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,5 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
139,Residential Plot,PKR2.1 Crore,"Paragon City, Lahore, Punjab",-,12 Marla,For Sale,-,5 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
140,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,5 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
141,Residential Plot,PKR2.5 Crore,"Paragon City, Lahore, Punjab",-,15 Marla,For Sale,-,5 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
142,Residential Plot,PKR6 Crore,"Paragon City, Lahore, Punjab",-,2 Kanal,For Sale,-,5 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
143,Residential Plot,PKR2.05 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,5 days ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service"
144,Residential Plot,PKR16 Crore,"Paragon City, Lahore, Punjab",-,4 Kanal,For Sale,-,9 hours ago,
145,Residential Plot,PKR1.15 Crore,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
146,Residential Plot,PKR85 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,6 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
147,Residential Plot,PKR2.1 Crore,"Paragon City, Lahore, Punjab",-,12 Marla,For Sale,-,6 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
148,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,6 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
149,Residential Plot,PKR2.5 Crore,"Paragon City, Lahore, Punjab",-,15 Marla,For Sale,-,6 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
